global_semantic_similarity,num_edits,original_length,edited_length
0.6596234440803528,10,1078,1165
0.8478608727455139,7,713,771
0.7981145977973938,9,796,939
0.8491612672805786,3,760,793
0.8553938269615173,10,1101,1158
0.8552814722061157,9,1063,1061
0.7940712571144104,6,946,1500
0.557965099811554,3,860,1607
0.7771863341331482,6,857,1171
0.7822299599647522,3,1170,1317
0.8375774621963501,2,1318,1398
0.8246917128562927,10,1408,1849
0.8443281054496765,2,504,465
0.7275888919830322,3,905,974
0.8407278656959534,2,976,978
0.6658454537391663,4,477,594
0.821278989315033,2,955,703
0.8382469415664673,8,706,803
0.7776040434837341,9,644,1295
0.7676326632499695,11,1071,896
0.8534247279167175,3,610,611
0.8533194661140442,5,480,506
0.8542428016662598,3,863,1132
0.8536454439163208,10,1136,1189
0.8428592681884766,10,996,1236
0.8452858328819275,3,1363,1214
0.8579258322715759,5,1213,1194
0.8191140294075012,5,508,457
0.8316184878349304,2,487,417
0.8361469507217407,2,418,478
0.8202345371246338,4,470,501
0.8050628900527954,1,919,526
0.838314950466156,4,528,734
0.845051109790802,3,732,612
0.8397337198257446,2,612,555
0.8678797483444214,11,1408,1393
0.7801986932754517,8,714,730
0.8472083806991577,11,1219,1460
0.852321982383728,13,1240,1372
0.8211230039596558,3,794,942
0.6372861266136169,7,1335,1811
0.8311867713928223,2,1222,1224
0.8342568278312683,2,1370,1368
0.8346158862113953,2,1368,1370
0.8488638401031494,6,998,1003
0.8420250415802002,7,1024,1034
0.8421826958656311,5,1034,1021
0.8426298499107361,17,1678,1688
0.8314841985702515,5,504,558
0.870303750038147,4,373,370
0.6583550572395325,3,1237,1305
0.8090851902961731,5,1013,1554
0.8356568217277527,15,1322,1615
0.8629714846611023,7,1120,1082
0.6402737498283386,4,1573,1246
0.7935922741889954,12,1249,1331
0.8374514579772949,8,1107,1148
0.8270997405052185,12,1532,1799
0.8548320531845093,8,1188,1289
0.8740361928939819,4,938,1191
0.8217967748641968,6,897,452
0.6712204217910767,4,451,282
0.8290324807167053,2,385,579
0.7428780198097229,9,754,772
0.8400383591651917,2,771,872
0.868249237537384,2,721,716
0.8675360679626465,4,957,960
0.8403468132019043,4,1698,1690
0.8098458051681519,8,1668,1205
0.8364370465278625,6,677,718
0.8326288461685181,6,1008,760
0.8542279601097107,10,1107,1025
0.8644557595252991,6,1026,1047
0.6902391314506531,10,1454,1354
0.8655694723129272,3,707,705
0.8378179669380188,4,1192,1119
0.84828782081604,4,486,679
0.8370386362075806,5,895,1158
0.8556316494941711,21,1281,1338
0.85089111328125,3,1432,1419
0.7705284357070923,5,645,657
0.8675212264060974,2,944,935
0.8474273681640625,2,550,509
0.8592001795768738,17,1653,1868
0.829927384853363,4,1867,1012
0.7801703810691833,6,860,1017
0.7952859401702881,10,717,845
0.5829037427902222,4,840,654
0.8275253176689148,4,655,649
0.8420071601867676,4,870,882
0.7194588780403137,2,307,319
0.7987000942230225,3,558,640
0.85942143201828,7,1044,1133
0.8330817222595215,8,1652,1732
0.8455014228820801,8,1336,1480
0.8216063380241394,9,887,981
0.8373054265975952,2,464,452
0.8000927567481995,9,926,993
0.7579804062843323,6,1365,1780
0.8556050658226013,6,786,720
0.821494460105896,7,878,748
0.6738085150718689,1,745,330
0.6810973882675171,9,759,1407
0.8818231225013733,2,1146,1289
0.7742252945899963,10,941,782
0.6932533979415894,4,603,803
0.7981162667274475,8,797,709
0.6954277157783508,5,903,625
0.8296884894371033,5,521,585
0.8487496972084045,2,1119,1122
0.8565084934234619,5,1187,1093
0.8158437013626099,2,421,447
0.8265005946159363,7,784,812
0.5778005719184875,3,163,357
0.7929560542106628,3,338,337
0.28619399666786194,1,1384,66
0.7131372690200806,2,657,653
0.7125592231750488,11,1711,1668
0.8385676741600037,5,962,1240
0.852810263633728,4,970,958
0.7795848846435547,13,1067,1179
0.8712473511695862,3,868,952
0.6689852476119995,2,578,355
0.8390401601791382,9,1167,1455
0.7912722826004028,12,955,1328
0.8522676825523376,7,1040,1078
0.841083288192749,2,577,741
0.8751385807991028,1,1424,1430
0.8229114413261414,8,1125,1015
0.8317726850509644,10,1184,1487
0.8311271071434021,5,640,668
0.8443576097488403,5,858,919
0.820732593536377,14,1145,1159
0.6670222282409668,4,525,851
0.8556999564170837,2,847,843
0.7772554755210876,12,1254,1430
0.847540020942688,3,1426,1443
0.7070326805114746,4,896,1252
0.8373864889144897,4,566,507
0.8441389203071594,2,1335,1325
0.8602423071861267,2,707,667
0.8345316648483276,5,669,809
0.8588876724243164,4,1595,1606
0.6202346086502075,2,244,162
0.8120341300964355,4,535,594
0.6967121362686157,7,980,1441
0.8541923761367798,2,1116,1295
0.8574008345603943,3,908,972
0.5400152802467346,4,442,831
0.8611074686050415,4,766,1076
0.836083173751831,6,757,1217
0.7990639209747314,2,574,1091
0.8602902293205261,3,858,732
0.7051483988761902,2,940,829
0.6779462695121765,7,973,1377
0.8211513757705688,2,425,358
0.8749403953552246,1,1117,1199
0.8258047103881836,6,968,1212
0.830455482006073,3,1209,1172
0.8590341806411743,4,721,751
0.837295651435852,6,1025,1054
0.8641284704208374,4,520,665
0.8555939793586731,3,552,536
0.6812998652458191,5,311,403
0.8398600816726685,7,707,883
0.8525659441947937,2,635,819
0.8478914499282837,3,1367,1610
0.8519094586372375,4,1258,1232
0.8347476124763489,2,830,1179
0.8240212202072144,8,1186,1334
0.837993323802948,4,1334,1613
0.8243647813796997,2,951,796
0.8399674892425537,5,901,917
0.8454948663711548,5,786,704
0.8534586429595947,4,1170,1126
0.8409504890441895,9,874,865
0.8448264598846436,2,867,865
0.7932857871055603,3,1177,452
0.8544976711273193,5,926,1028
0.8136892914772034,9,1031,851
0.8467022776603699,4,850,782
0.7694427371025085,6,559,680
0.8414415717124939,2,679,693
0.8456377983093262,3,1753,1711
0.7990654706954956,3,471,472
0.839293360710144,1,1150,1263
0.8405060172080994,3,1258,1138
0.8402606844902039,2,1052,1058
0.7727912068367004,5,808,912
0.8616096377372742,7,772,1176
0.7749576568603516,4,371,534
0.7957870960235596,6,536,768
0.8083192110061646,15,997,939
0.8533921837806702,4,689,729
0.8494964241981506,8,1579,1599
0.784959077835083,12,767,1393
0.8272408843040466,4,645,1059
0.8553101420402527,3,1057,1060
0.8318679928779602,9,767,1019
0.8267313241958618,2,386,528
0.8388687372207642,9,1107,1263
0.8444934487342834,3,1258,1256
0.7739578485488892,10,1204,1222
0.6222231388092041,2,1224,874
0.8385460376739502,16,1784,1136
0.8536277413368225,10,1345,1367
0.8354697823524475,3,815,851
0.8311099410057068,4,611,585
0.8290866017341614,2,588,627
0.8748241066932678,3,607,616
0.8717882037162781,1,615,646
0.8048995137214661,4,373,566
0.8538563251495361,8,1097,1103
0.8554595708847046,12,1107,1227
0.806506872177124,6,1020,612
0.7955973148345947,3,553,777
0.8470667004585266,6,779,916
0.7881707549095154,5,711,914
0.6389652490615845,9,1914,909
0.8611755967140198,2,725,711
0.6749690771102905,4,767,592
0.8450164794921875,6,512,534
0.8466698527336121,7,876,1015
0.8497396111488342,3,875,862
0.7532012462615967,6,349,369
0.7817429304122925,3,640,715
0.7223460674285889,4,1049,1635
0.7740586400032043,12,540,621
0.5943198800086975,6,743,874
0.747014045715332,12,879,898
0.6190959811210632,3,779,916
0.8045757412910461,6,779,919
0.7740975618362427,7,1031,1216
0.8427806496620178,7,1432,1464
0.6934508085250854,5,954,553
0.8694844245910645,5,1037,1113
0.7776047587394714,6,1010,1490
0.8517075777053833,5,1321,1314
0.8629268407821655,6,1378,1587
0.8337218761444092,3,1023,1218
0.8399089574813843,3,1219,1226
0.8461581468582153,5,1330,1292
0.787897527217865,12,677,1167
0.8144660592079163,10,1168,941
0.8202009201049805,3,585,600
0.8456907868385315,4,1101,1106
0.7350367903709412,7,1305,889
0.8429573774337769,7,880,891
0.8434654474258423,13,1691,1895
0.831222653388977,7,935,991
0.8504965305328369,6,520,525
0.6425299048423767,5,288,946
0.8564052581787109,8,1041,912
0.8473944067955017,6,1332,1833
0.8576715588569641,5,1833,1942
0.8465660214424133,4,512,459
0.8604139089584351,2,1730,1657
0.8657400012016296,11,944,843
0.7147385478019714,2,268,414
0.8372021913528442,2,501,592
0.6928552389144897,7,715,762
0.870930016040802,3,839,892
0.8518800735473633,2,551,750
0.8660196661949158,1,1035,1150
0.8465911149978638,6,916,908
0.7737055420875549,2,651,1000
0.7773692011833191,9,1814,1121
0.8240947127342224,11,1086,1125
0.7259426712989807,9,1130,1914
0.7624627947807312,7,688,970
0.8101323246955872,3,540,772
0.7510217428207397,7,821,1248
0.8249012231826782,4,311,542
0.2723132371902466,1,1233,45
0.7456209659576416,6,570,652
0.8424809575080872,2,650,653
0.7876840233802795,4,504,576
0.70265132188797,3,576,809
0.5347821116447449,2,845,284
0.7700653672218323,5,287,544
0.8366144895553589,2,543,555
0.6439685821533203,3,555,564
0.8246438503265381,7,1144,654
0.8481106162071228,2,641,665
0.8348842263221741,2,1270,1211
0.8322948813438416,4,1671,1600
0.8150380253791809,8,1606,1486
0.8386009335517883,12,1146,1526
0.8669663071632385,7,1528,1767
0.8256790637969971,2,486,791
0.8326329588890076,1,351,346
0.8535569906234741,1,1045,1088
0.8406885862350464,3,1184,1141
0.8103326559066772,7,1264,1147
0.8510463833808899,6,1151,1146
0.6357123255729675,4,613,1004
0.8423133492469788,8,1457,1468
0.8234865665435791,8,1121,1266
0.8368697166442871,3,1274,1386
0.8515063524246216,2,996,1000
0.5378074645996094,2,121,253
0.5737617611885071,5,527,1106
0.6776143312454224,5,822,631
0.7708826065063477,6,633,789
0.7269316911697388,5,801,771
0.8727835416793823,2,471,506
0.8066529035568237,7,991,1109
0.8354482650756836,11,725,908
0.8373939990997314,11,1149,1295
0.754063606262207,4,642,752
0.7255246043205261,11,756,638
0.7209964394569397,6,970,1078
0.8497563004493713,6,960,992
0.6538039445877075,4,1583,1154
0.7748185992240906,19,856,628
0.8616008162498474,3,482,483
0.8530032634735107,2,909,879
0.8441201448440552,2,879,866
0.8411298990249634,3,965,1124
0.8329035639762878,6,643,710
0.8566734194755554,5,723,772
0.501223087310791,9,1358,1534
0.8273524045944214,4,576,566
0.8333138227462769,9,1154,1346
0.6269113421440125,3,276,721
0.8226343393325806,1,720,1234
0.8452216386795044,4,1236,1229
0.8473232388496399,8,645,699
0.8079825043678284,4,878,738
0.8240212798118591,5,786,837
0.8444631099700928,6,1287,1219
0.6480333209037781,7,1918,1543
0.8185606598854065,3,495,568
0.7799672484397888,7,1630,1628
0.8636385202407837,3,934,949
0.798824667930603,6,901,868
0.8479178547859192,12,1082,1016
0.7645082473754883,12,1020,1387
0.8578882813453674,6,1711,1349
0.8265311121940613,4,906,1142
0.5544432401657104,3,296,698
0.8113373517990112,8,703,1281
0.7391727566719055,10,1284,1309
0.8439865112304688,5,1333,1146
0.8120601773262024,7,1148,1378
0.8527591228485107,5,1033,975
0.853023886680603,7,890,885
0.8576302528381348,2,883,886
0.7974448800086975,7,634,869
0.8378092050552368,3,565,776
0.8558350801467896,2,775,777
0.8481387495994568,8,1844,1375
0.6981699466705322,10,1377,1285
0.856438159942627,6,1282,1096
0.8209691643714905,9,871,778
0.7733826041221619,4,542,534
0.8133110404014587,16,1096,999
0.821450412273407,5,777,796
0.7830050587654114,9,765,866
0.8474541902542114,3,1164,1170
0.8615932464599609,2,548,551
0.7740777134895325,3,553,602
0.8045903444290161,6,710,554
0.8257877826690674,3,383,387
0.844798743724823,1,441,454
0.8636541366577148,4,1369,873
0.8724649548530579,2,1095,1103
0.6649124026298523,5,1202,1071
0.594275712966919,7,1465,1230
0.8334053754806519,14,895,1190
0.8620980381965637,3,1067,1102
0.8641424775123596,6,1121,1092
0.8013307452201843,3,1069,1104
0.6746385097503662,7,1123,1082
0.7430223226547241,7,1167,1788
0.813027024269104,3,649,907
0.7214197516441345,3,907,525
0.8116692304611206,5,969,1036
0.8540595769882202,6,1920,1913
0.8213416337966919,3,559,720
0.7037385702133179,9,810,1207
0.8318131566047668,6,978,647
0.7343132495880127,5,961,676
0.8285191655158997,5,679,595
0.8069941997528076,4,1216,1150
0.7989367246627808,10,594,1556
0.7205306887626648,6,1067,1080
0.8201346397399902,10,657,844
0.8182651400566101,13,1432,1341
0.6691562533378601,11,1152,595
0.8504579067230225,4,749,470
0.8434560298919678,4,680,688
0.6369585394859314,6,610,702
0.857020378112793,3,1723,1875
0.8159539699554443,6,769,745
0.7178835272789001,11,1611,1345
0.8596222400665283,6,1584,1873
0.8408956527709961,6,1452,1457
0.8379573822021484,2,910,910
0.8388366103172302,12,1231,1203
0.8386155962944031,6,1137,1365
0.8647589087486267,3,764,815
0.8169036507606506,10,776,730
0.8228124976158142,6,777,835
0.8228247165679932,7,831,863
0.8414583206176758,6,452,475
0.7969692945480347,5,452,785
0.8399211764335632,2,769,852
0.8329676389694214,8,1879,1851
0.6542024612426758,8,991,526
0.6816973090171814,6,1314,1634
0.8232182264328003,9,794,1144
0.8506240248680115,7,1142,1126
0.8272765278816223,11,1031,1295
0.8620585203170776,3,791,819
0.8414029479026794,9,1694,1821
0.7014931440353394,6,1685,660
0.8408248424530029,2,653,744
0.8029586672782898,12,1114,1226
0.6069998741149902,2,735,1025
0.8180365562438965,9,1029,779
0.6970081925392151,2,777,873
0.8198944330215454,5,694,711
0.8492136001586914,3,1686,1677
0.862551748752594,10,1884,2027
0.8433734774589539,3,792,756
0.8658856153488159,4,1411,1390
0.8754313588142395,10,1562,1578
0.8292100429534912,2,342,345
0.7346580624580383,8,1139,1670
0.8030972480773926,8,1341,1270
0.8428726196289062,6,942,1058
0.8435261249542236,7,921,988
0.8116725087165833,1,309,322
0.831128716468811,4,475,478
0.7597314715385437,3,296,353
0.8219399452209473,2,544,668
0.5080010890960693,1,487,63
0.5009393692016602,1,63,380
0.8055554032325745,1,462,472
0.8267232775688171,5,476,565
0.8324853181838989,3,564,578
0.8598206043243408,3,1409,1398
0.779815673828125,11,662,909
0.8531485199928284,7,910,1056
0.8501289486885071,2,532,534
0.8517727255821228,4,929,973
0.7448659539222717,3,487,336
0.8087923526763916,2,337,322
0.8413764834403992,3,628,632
0.8007780909538269,4,726,546
0.7979048490524292,8,546,846
0.8362823724746704,6,427,465
0.8495725393295288,1,830,700
0.795242190361023,6,1529,961
0.8398122787475586,4,562,559
0.84358811378479,15,1154,1002
0.7438422441482544,10,1274,1591
0.8363911509513855,2,931,932
0.7822359204292297,5,1063,1093
0.8446374535560608,8,1093,1109
0.636013925075531,3,759,522
0.7875060439109802,4,522,709
0.8399930596351624,3,681,734
0.8362206816673279,10,1630,1667
0.7631909251213074,10,649,907
0.8391895890235901,4,584,652
0.7515120506286621,7,1893,1314
0.8233594298362732,5,776,874
0.8414162397384644,6,985,1212
0.8547670841217041,3,1212,997
0.835625410079956,4,828,722
0.8361375331878662,4,1005,1061
0.5467889904975891,4,591,653
0.8613734245300293,2,1239,1106
0.8622863292694092,11,1110,1253
0.8090111613273621,3,670,680
0.7862082123756409,3,1355,1508
0.7879742980003357,7,1506,576
0.7941815853118896,11,1185,1266
0.830461323261261,7,550,587
0.8495379090309143,9,1267,1225
0.8459091186523438,3,1083,1046
0.8168855905532837,6,1049,1092
0.7939642667770386,3,387,592
0.8292496800422668,4,590,600
0.7704526782035828,10,995,1188
0.8284298181533813,3,1186,1123
0.7188992500305176,3,643,789
0.6611958742141724,3,1553,859
0.8258885741233826,5,1159,1400
0.8275570869445801,7,805,734
0.7636123895645142,6,1213,1120
0.7386595606803894,8,1121,674
0.6711196303367615,5,1449,1364
0.8143110275268555,7,1744,1892
0.6899016499519348,10,1850,1274
0.7507075667381287,2,585,595
0.7241936922073364,7,568,854
0.859171986579895,2,1463,1441
0.841077983379364,5,739,719
0.8588715195655823,3,923,1234
0.8466635942459106,2,1038,1039
0.8241732120513916,9,996,1073
0.8282073736190796,6,1058,848
0.7928802967071533,4,456,659
0.8511986136436462,3,662,399
0.8619986772537231,7,1166,1150
0.26088276505470276,1,1156,67
0.8061087131500244,5,1681,1760
0.8437615633010864,4,1131,1105
0.841886579990387,2,1062,741
0.585006833076477,3,336,429
0.6564531922340393,5,413,252
0.7346822023391724,6,906,1015
0.8595707416534424,7,1037,1135
0.7994800806045532,8,1139,912
0.8694645762443542,2,1705,1708
0.7190810441970825,7,1044,1071
0.7812766432762146,4,614,650
0.867854118347168,11,1053,1052
0.7389480471611023,10,902,727
0.8298668265342712,8,731,852
0.7953123450279236,3,547,357
0.8092111945152283,4,234,260
0.8489992618560791,7,947,1149
0.8246423602104187,5,1416,1204
0.8734290599822998,4,1341,1450
0.7545607686042786,3,1213,711
0.7242300510406494,5,1510,1392
0.7182956337928772,6,1567,673
0.783832848072052,6,771,1499
0.8139721155166626,5,751,1144
0.7372456192970276,7,1344,1603
0.8214295506477356,3,1018,974
0.7939331531524658,8,889,830
0.8264002799987793,8,686,1121
0.8541634678840637,8,709,697
0.8481999635696411,6,701,675
0.8409345149993896,3,814,822
0.845812976360321,11,864,954
0.848166286945343,13,973,1043
0.8298411965370178,12,1028,966
0.8398720622062683,5,991,1022
0.8299416899681091,4,668,1095
0.8484318852424622,6,1236,1234
0.8589361310005188,2,839,835
0.8239869475364685,8,534,450
0.8623887896537781,3,1516,1492
0.8228910565376282,14,901,895
0.6946525573730469,8,1336,720
0.8192588090896606,8,1691,1096
0.8519105315208435,8,662,994
0.8127235770225525,2,396,425
0.8501917719841003,4,781,731
0.8133788704872131,9,735,977
0.7027263045310974,5,983,674
0.8276681303977966,6,637,631
0.8741586804389954,3,1266,1270
0.6908859610557556,4,1272,703
0.7139506340026855,5,563,448
0.7526940107345581,5,398,299
0.8408380746841431,8,889,1147
0.7610582709312439,8,1590,1669
0.851087749004364,5,638,594
0.7860718369483948,6,598,765
0.7978471517562866,4,747,990
0.8150412440299988,6,859,918
0.7479196190834045,6,974,1005
0.8184036612510681,5,1006,1565
0.709221363067627,2,1010,634
0.49923771619796753,1,633,128
0.8233702778816223,2,333,664
0.8142050504684448,3,1377,1265
0.8288124799728394,7,1268,1140
0.7259237766265869,7,491,612
0.8444426655769348,2,477,478
0.8586863279342651,4,1633,1642
0.8508332371711731,4,1016,960
0.8291844129562378,8,1919,1689
0.7423779368400574,12,1044,1251
0.8629986047744751,2,511,677
0.8363763689994812,3,1096,1125
0.7900968194007874,8,644,828
0.7316887974739075,8,608,1028
0.81512850522995,5,642,977
0.8558093905448914,11,1366,1281
0.62149578332901,3,644,599
0.8228102326393127,4,612,834
0.8486298322677612,3,835,871
0.8439791798591614,9,1073,1059
0.8124052286148071,4,483,362
0.810960054397583,10,823,780
0.866866409778595,6,908,1109
0.6962573528289795,8,1266,1718
0.8306589126586914,11,1546,1591
0.7310305237770081,6,1101,1318
0.8380061984062195,12,1321,1150
0.8525885343551636,7,722,771
0.7900230884552002,1,411,216
0.817697286605835,12,832,832
0.7469768524169922,7,976,761
0.8711972236633301,5,1191,1179
0.8623291254043579,2,723,847
0.840776264667511,2,1437,1664
0.7764816284179688,15,726,687
0.8133427500724792,3,941,911
0.8466949462890625,5,912,918
0.851891279220581,11,1662,1312
0.7361559271812439,9,1314,1096
0.7777166366577148,10,1099,1437
0.7386621832847595,6,663,631
0.8353931903839111,3,1187,1113
0.828101396560669,2,1283,1033
0.6449005603790283,6,576,923
0.8432518839836121,5,800,836
0.7160420417785645,6,665,1066
0.6959046721458435,4,427,739
0.7448093891143799,7,744,1193
0.8496869802474976,3,1476,1491
0.6816245913505554,3,1883,779
0.7750993967056274,9,782,1582
0.8298518061637878,6,1051,1133
0.8735178112983704,11,834,828
0.8502339720726013,2,1284,1298
0.8549541234970093,5,1301,1309
0.8578199744224548,7,754,757
0.8545429706573486,16,1640,1534
0.6544075012207031,25,2004,1154
0.6384159326553345,6,742,884
0.8461962342262268,4,921,948
0.8560918569564819,6,1188,1122
0.7214915156364441,9,560,1089
0.7325274348258972,3,819,780
0.7658030390739441,3,494,562
0.7398516535758972,4,561,493
0.8430619835853577,1,704,696
0.825027585029602,10,555,571
0.8574923276901245,10,1000,976
0.8308040499687195,2,746,750
0.8235508799552917,7,753,785
0.8622340559959412,4,1717,1713
0.8592766523361206,5,1710,1710
0.8452237248420715,8,1372,969
0.6892980933189392,4,966,1213
0.7315078377723694,6,1219,1459
0.7046699523925781,9,1253,1499
0.8499132990837097,9,1598,1489
0.7163991332054138,7,314,711
0.7593973278999329,5,371,924
0.827106237411499,5,937,1538
0.8294001817703247,7,832,890
0.8494703769683838,4,689,677
0.8394709229469299,5,827,1018
0.8370915055274963,5,755,771
0.7946829795837402,6,1242,985
0.8657470345497131,3,824,855
0.8220869898796082,12,1944,1287
0.714310348033905,9,848,1290
0.8595489263534546,4,1167,1319
0.861327052116394,2,1318,1315
0.8613963723182678,5,1313,1310
0.688801109790802,6,541,893
0.8337996602058411,5,991,1176
0.8858311772346497,2,980,919
0.6659441590309143,11,808,1110
0.6544066667556763,7,656,1333
0.852294385433197,19,1338,1359
0.7224142551422119,10,930,816
0.7344751358032227,12,442,1396
0.8375596404075623,2,1617,1611
0.625377357006073,4,203,875
0.8411864042282104,4,893,726
0.7022668123245239,5,399,282
0.8184260725975037,7,283,350
0.8289300799369812,4,1064,1107
0.7731548547744751,6,335,476
0.708798348903656,8,478,1172
0.8293554782867432,3,1031,981
0.8656798601150513,5,611,697
0.6922146677970886,7,850,1026
0.8493911027908325,4,424,423
0.7877241373062134,6,425,870
0.784882128238678,9,871,580
0.8533871173858643,2,1038,1090
0.8392935395240784,5,1413,1464
0.8551788330078125,4,1245,1561
0.8289991617202759,4,1082,1073
0.8267666697502136,10,973,1075
0.7519197463989258,4,259,697
0.8437327146530151,9,902,921
0.6999109387397766,14,1453,1351
0.8007077574729919,11,1245,1603
0.8415300250053406,20,1612,1729
0.8599231839179993,4,1097,1110
0.8587413430213928,4,1108,1095
0.6901482343673706,3,629,512
0.7725105285644531,6,512,615
0.7633861303329468,6,1838,793
0.8526048064231873,4,1425,1596
0.7873251438140869,11,534,580
0.8310245275497437,9,813,582
0.8419917225837708,3,1030,1022
0.6489462852478027,3,982,1917
0.828376293182373,1,337,455
0.814415693283081,4,453,436
0.8141565322875977,11,1274,1937
0.8050142526626587,5,650,1281
0.8253016471862793,4,1073,1126
0.8645029067993164,7,643,651
0.7582488059997559,9,1055,986
0.8333504796028137,1,987,1129
0.8154706358909607,7,905,1033
0.6059298515319824,5,544,582
0.8622544407844543,10,1892,1874
0.8562555909156799,11,1812,1642
0.7619099020957947,6,666,612
0.8214572668075562,7,880,927
0.8526214957237244,2,604,784
0.8445188999176025,5,1492,1518
0.8539752960205078,2,858,873
0.8460522890090942,6,1290,1353
0.8399651646614075,6,915,917
0.8411014080047607,2,931,930
0.844039797782898,6,1294,1368
0.82050621509552,7,853,786
0.8340161442756653,4,719,942
0.8555768728256226,13,1587,1394
0.8689621686935425,2,1393,1413
0.8415883779525757,2,948,943
0.6649556159973145,1,460,448
0.8059322237968445,3,449,504
0.620093047618866,6,1442,933
0.8575771450996399,3,934,935
0.8527336120605469,1,484,796
0.8705884218215942,8,800,816
0.8325334787368774,7,704,990
0.7468951940536499,5,699,674
0.8552923202514648,2,698,701
0.818812906742096,7,937,1035
0.7996759414672852,10,793,743
0.8428764939308167,3,1002,1047
0.836779773235321,2,1007,1085
0.8523961901664734,6,1549,1804
0.8591331243515015,4,1808,1868
0.8376168012619019,7,1822,1693
0.8635460734367371,6,574,591
0.7778581976890564,10,706,725
0.8230510354042053,4,1515,1511
0.780432403087616,9,1601,1008
0.8118099570274353,8,642,752
0.858524739742279,18,1615,1902
0.8697142601013184,1,730,737
0.8544948101043701,7,1661,1886
0.819106936454773,12,989,1299
0.8434321284294128,5,1340,1436
0.8033295273780823,4,1184,1152
0.7209133505821228,10,944,970
0.8445854783058167,2,320,368
0.7061209082603455,9,1079,1245
0.8302018642425537,7,1206,1318
0.8221434354782104,6,852,1326
0.8574895262718201,3,1701,1703
0.8584560751914978,4,1690,1726
0.8466812968254089,5,1654,1664
0.8484842777252197,1,629,638
0.6041508913040161,10,531,943
0.8560925722122192,4,968,967
0.7970199584960938,4,968,883
0.8339329957962036,3,865,1008
0.8196907639503479,12,1207,1130
0.8307145237922668,9,1129,1111
0.8126721978187561,8,1115,1361
0.854215681552887,8,766,828
0.8518399596214294,10,837,875
0.8496794104576111,7,1104,1096
0.841783344745636,2,1457,1459
0.8511990904808044,11,1581,1596
0.7586462497711182,4,984,447
0.8424001932144165,9,1296,1181
0.8354191780090332,4,931,943
0.8553858399391174,6,1169,1041
0.8564451336860657,10,1483,1512
